Customer_ID,Gender,Age,Emirate,Foot_Length_cm,Foot_Width_cm,Arch_Height,Shoe_Size_UAE,Preferred_Style,Color_Preference,Customization_Option,Material_Preference,Shopping_Channel,Virtual_TryOn_Score,Ordered,Delivery_Time_days,Fit_Satisfaction_Score,Comfort_Score,Return_Flag,Plus_Size
5413,F,36,Dubai,25.7,11.0,High,38,Sandals,Gold,None,Synthetic,Online,0.96,Y,7,2,2,N,N
5414,M,28,Dubai,27.3,11.7,Low,41,Sneakers,Green,None,Synthetic,Offline,0.98,Y,7,5,5,N,N
5415,F,43,Ajman,23.4,9.9,Normal,37,Loafers,Beige,Initials,Synthetic,Online,0.91,Y,7,3,3,N,N
5416,M,36,Dubai,28.9,11.9,High,41,Heels,Silver,Wide Fit,Vegan,Online,0.87,Y,10,5,5,N,N
5417,F,21,Dubai,23.2,10.4,Normal,38,Heels,White,None,Canvas,Online,0.93,Y,10,5,5,N,N
5418,F,20,Dubai,26.5,10.1,Normal,39,Sneakers,Beige,None,Canvas,Online,0.91,Y,10,5,5,N,N
5419,F,26,Dubai,26.9,10.1,Normal,42,Loafers,Silver,None,Synthetic,Offline,0.92,Y,7,5,5,N,Y
5420,F,54,Dubai,26.5,9.1,High,39,Loafers,Beige,Wide Fit,Leather,Online,0.87,Y,7,3,3,N,N
5421,F,52,Sharjah,25.3,10.7,Normal,36,Heels,Gold,Glitter,Mesh,Online,0.94,Y,7,5,5,N,N
5422,F,36,Dubai,25.7,9.2,Normal,39,Sports,Red,Glitter,Mesh,Online,0.89,Y,10,5,5,N,N
5423,F,40,Dubai,24.2,9.2,High,37,Boots,Silver,Wide Fit,Canvas,Offline,0.8,Y,8,4,4,N,N
5424,F,42,Dubai,24.4,9.2,Low,37,Sandals,Black,None,Synthetic,Online,0.92,Y,8,4,3,N,N
5425,M,36,Sharjah,26.3,9.5,Normal,39,Loafers,Beige,Embroidery,Leather,Online,0.97,Y,8,3,3,N,N
5426,M,21,Abu Dhabi,27.6,10.7,Low,41,Heels,Beige,None,Leather,Offline,0.93,Y,6,4,4,N,N
5427,F,54,Dubai,24.6,9.0,Normal,39,Loafers,White,None,Synthetic,Online,0.88,Y,5,5,5,N,N
5428,F,42,Dubai,26.0,10.3,Low,40,Sandals,Beige,None,Canvas,Online,0.82,Y,4,4,4,N,N
5429,M,55,Sharjah,26.2,12.3,Low,41,Sneakers,Red,Embroidery,Leather,Offline,0.83,Y,7,5,5,N,N
5430,F,38,Abu Dhabi,24.9,8.6,Normal,39,Boots,Brown,Wide Fit,Vegan,Offline,0.84,Y,6,4,4,N,N
5431,M,30,Ajman,26.3,10.4,High,39,Heels,Green,None,Mesh,Online,0.92,Y,6,5,2,N,N
5432,M,29,Sharjah,26.1,11.1,Normal,39,Heels,Blue,None,Vegan,Online,0.96,Y,3,5,5,N,N
5433,M,23,Dubai,28.3,11.0,Normal,41,Sports,Green,None,Synthetic,Online,0.89,Y,8,4,4,N,N
5434,M,41,Dubai,26.1,11.3,Normal,40,Heels,Black,None,Mesh,Online,0.81,Y,4,4,4,N,N
5435,F,49,Abu Dhabi,26.9,9.1,Normal,40,Sandals,Brown,None,Canvas,Offline,0.99,Y,4,4,4,N,N
5436,F,38,Abu Dhabi,21.5,10.7,Normal,34,Loafers,Red,None,Vegan,Online,0.88,Y,7,2,2,N,N
5437,M,41,Fujairah,29.4,10.1,Normal,43,Sandals,Blue,None,Vegan,Online,0.84,Y,3,4,4,N,N
5438,M,36,Abu Dhabi,27.6,11.4,Normal,42,Loafers,Blue,Initials,Synthetic,Online,0.85,Y,6,5,5,N,N
5439,M,49,Abu Dhabi,29.5,10.9,Normal,42,Boots,Blue,Initials,Synthetic,Online,0.93,Y,7,5,5,N,N
5440,M,18,Dubai,32.2,10.5,Normal,47,Sandals,Beige,Vegan Material,Canvas,Offline,0.85,Y,9,5,5,N,Y
5441,M,18,Sharjah,28.3,10.7,Normal,41,Heels,Blue,Embroidery,Vegan,Online,1.0,Y,10,4,4,N,N
5442,M,43,Fujairah,28.2,11.9,Normal,40,Boots,Black,Wide Fit,Vegan,Online,0.96,Y,6,5,5,N,N
5443,F,18,Abu Dhabi,25.6,10.5,Normal,38,Loafers,Green,Embroidery,Vegan,Online,0.83,Y,5,3,3,N,N
5444,F,39,Ras Al Khaimah,26.2,8.8,High,40,Boots,Pink,Vegan Material,Mesh,Offline,0.94,Y,3,4,4,N,N
5445,M,49,Dubai,28.2,10.6,Normal,41,Sports,Black,Vegan Material,Mesh,Offline,0.81,N,3,5,5,N,N
5446,F,22,Sharjah,24.0,10.0,High,37,Boots,Silver,Glitter,Canvas,Online,0.84,Y,8,5,5,N,N
5447,M,27,Umm Al Quwain,27.6,11.0,Normal,40,Heels,White,None,Canvas,Online,0.9,Y,5,4,4,N,N
5448,F,50,Ras Al Khaimah,25.5,9.3,Normal,39,Boots,Black,None,Mesh,Offline,0.87,Y,9,4,4,N,N
5449,M,56,Ras Al Khaimah,29.1,10.8,Normal,43,Loafers,Green,Glitter,Leather,Online,0.93,Y,3,4,5,N,N
5450,F,42,Abu Dhabi,26.4,9.6,Normal,42,Loafers,White,None,Mesh,Online,0.98,Y,6,3,3,N,Y
5451,F,26,Abu Dhabi,24.1,10.4,Normal,39,Boots,Pink,None,Canvas,Online,0.82,Y,9,3,3,N,N
5452,F,41,Dubai,27.0,9.5,Normal,40,Loafers,Gold,Embroidery,Canvas,Online,0.9,Y,4,4,4,N,N
5453,M,20,Abu Dhabi,25.9,11.6,Normal,40,Loafers,Green,Embroidery,Leather,Online,0.86,Y,3,3,3,N,N
5454,F,48,Ajman,24.4,10.6,Normal,37,Boots,Red,Vegan Material,Mesh,Offline,0.95,Y,4,4,4,N,N
5455,M,38,Ras Al Khaimah,30.1,10.6,Low,43,Sports,White,Glitter,Synthetic,Online,0.89,Y,3,4,4,N,N
5456,M,58,Dubai,29.8,11.9,Normal,44,Loafers,Pink,Vegan Material,Leather,Online,0.92,Y,8,5,5,N,Y
5457,F,24,Dubai,24.5,9.8,Normal,39,Sandals,Blue,Initials,Vegan,Offline,0.93,Y,4,4,4,N,N
5458,M,30,Abu Dhabi,27.0,10.7,High,40,Boots,Green,Vegan Material,Leather,Offline,0.98,N,4,3,4,N,N
5459,M,50,Dubai,26.6,11.5,Normal,41,Boots,Beige,Initials,Synthetic,Online,0.82,Y,9,5,5,N,N
5460,M,49,Abu Dhabi,30.4,12.4,Normal,44,Sneakers,Gold,Vegan Material,Mesh,Online,0.93,Y,7,3,3,N,Y
5461,M,20,Dubai,28.7,11.6,Normal,41,Boots,Silver,Wide Fit,Mesh,Online,0.85,Y,3,3,3,N,N
5462,F,25,Abu Dhabi,23.7,9.1,Low,35,Sneakers,Black,None,Synthetic,Online,0.84,Y,10,5,5,N,N
5463,M,47,Umm Al Quwain,25.4,10.3,High,37,Sports,Red,None,Synthetic,Online,0.86,Y,7,5,5,N,N
5464,M,60,Abu Dhabi,26.9,11.4,High,41,Sneakers,Blue,None,Vegan,Offline,0.9,N,10,5,5,N,N
5465,M,58,Dubai,29.0,10.5,Normal,42,Sports,Beige,Initials,Canvas,Online,0.89,Y,8,5,5,N,N
5466,M,29,Ras Al Khaimah,27.2,11.3,Normal,40,Boots,Silver,None,Vegan,Offline,0.81,Y,7,5,3,N,N
5467,F,53,Ajman,22.4,9.5,Normal,35,Sports,Gold,Initials,Mesh,Online,0.88,Y,5,5,5,N,N
5468,M,35,Abu Dhabi,27.4,11.4,Normal,40,Loafers,Black,None,Vegan,Online,0.97,Y,5,5,5,N,N
5469,M,24,Ras Al Khaimah,28.3,10.6,Normal,41,Sandals,Red,Glitter,Leather,Offline,0.87,Y,4,5,5,N,N
5470,F,21,Abu Dhabi,28.1,10.4,Normal,42,Sandals,Gold,Embroidery,Leather,Offline,0.85,Y,9,4,4,N,Y
5471,F,34,Abu Dhabi,22.8,10.5,Normal,35,Heels,Brown,Vegan Material,Synthetic,Online,0.82,N,10,4,4,N,N
5472,F,33,Abu Dhabi,26.5,9.5,Normal,40,Loafers,Blue,Embroidery,Mesh,Online,0.82,Y,10,5,5,N,N
5473,F,27,Dubai,24.1,10.0,Normal,38,Sandals,Green,Initials,Vegan,Online,0.94,Y,5,4,4,N,N
5474,M,31,Fujairah,26.7,11.2,Normal,40,Sandals,Gold,Initials,Canvas,Online,0.9,Y,6,4,4,N,N
5475,M,24,Umm Al Quwain,23.6,10.0,Normal,37,Sports,Silver,None,Vegan,Online,0.98,Y,3,3,5,N,N
5476,F,55,Dubai,23.8,9.9,Normal,38,Heels,Black,Glitter,Vegan,Online,0.9,Y,3,5,2,Y,N
5477,M,41,Abu Dhabi,23.9,13.1,High,36,Loafers,Beige,Vegan Material,Mesh,Online,0.83,Y,7,5,5,N,N
5478,F,19,Dubai,21.9,9.7,Normal,37,Boots,Blue,None,Canvas,Online,0.99,Y,7,3,3,N,N
5479,M,28,Ajman,28.2,9.5,High,41,Sandals,Brown,Wide Fit,Vegan,Online,0.91,Y,10,4,4,N,N
5480,F,18,Dubai,21.9,10.2,Normal,34,Sneakers,White,Embroidery,Canvas,Online,0.83,Y,8,5,5,N,N
5481,F,36,Sharjah,23.7,10.0,Normal,39,Heels,White,Vegan Material,Leather,Online,0.86,Y,4,3,3,N,N
5482,M,45,Ajman,25.7,13.3,Normal,39,Boots,Beige,None,Leather,Online,0.86,Y,6,5,5,N,N
5483,M,41,Dubai,28.7,10.2,Normal,42,Sandals,Black,Glitter,Vegan,Online,0.82,Y,10,5,2,Y,N
5484,M,28,Dubai,24.3,10.4,Normal,37,Sneakers,Silver,Vegan Material,Vegan,Offline,0.81,Y,9,3,3,N,N
5485,M,25,Abu Dhabi,29.6,10.4,Normal,43,Sandals,Black,None,Leather,Offline,0.82,Y,9,5,5,N,N
5486,F,25,Abu Dhabi,24.4,10.4,Normal,38,Sandals,Black,Embroidery,Synthetic,Offline,0.89,Y,9,5,5,N,N
5487,M,38,Fujairah,27.1,10.1,Normal,41,Boots,Blue,Wide Fit,Synthetic,Online,0.96,Y,4,4,4,N,N
5488,F,21,Abu Dhabi,23.9,10.0,High,36,Sports,Gold,Wide Fit,Vegan,Offline,0.86,Y,10,5,5,N,N
5489,F,21,Ajman,24.3,9.5,Normal,37,Sneakers,Beige,Wide Fit,Mesh,Online,0.86,Y,7,4,4,N,N
5490,M,42,Abu Dhabi,28.1,11.7,Normal,40,Heels,White,Embroidery,Canvas,Online,0.81,Y,6,4,4,N,N
5491,F,47,Sharjah,24.4,8.5,Normal,39,Boots,Pink,Glitter,Leather,Online,0.93,Y,3,3,3,N,N
5492,F,32,Ras Al Khaimah,23.5,10.0,Normal,39,Heels,Beige,Initials,Mesh,Online,0.85,Y,10,4,1,Y,N
5493,F,33,Sharjah,26.5,10.1,Normal,40,Heels,Red,Initials,Leather,Online,0.85,Y,7,1,1,Y,N
5494,F,42,Abu Dhabi,24.7,9.4,Normal,37,Boots,Gold,None,Mesh,Online,0.98,Y,4,5,5,N,N
5495,F,20,Ras Al Khaimah,22.2,10.2,Normal,36,Sneakers,Brown,Wide Fit,Synthetic,Offline,0.94,Y,8,5,5,N,N
5496,M,21,Dubai,28.6,11.2,Normal,42,Sports,Green,None,Mesh,Online,0.95,Y,6,5,5,N,N
5497,F,43,Dubai,24.8,10.2,Low,39,Sneakers,Red,Wide Fit,Mesh,Online,0.95,Y,4,5,5,N,N
5498,F,34,Ajman,24.4,8.8,Normal,39,Sneakers,Pink,Glitter,Canvas,Online,0.81,Y,7,5,5,N,N
5499,M,54,Dubai,28.1,11.1,Low,42,Sandals,Pink,Embroidery,Canvas,Online,0.91,Y,5,3,3,N,N
5500,F,23,Dubai,24.6,9.0,High,36,Sports,Beige,None,Vegan,Online,0.87,Y,7,3,4,N,N
5501,F,44,Fujairah,23.9,9.0,High,36,Heels,White,Initials,Vegan,Offline,0.97,Y,10,5,5,N,N
5502,M,24,Dubai,25.0,11.1,Normal,39,Sneakers,Pink,Vegan Material,Synthetic,Offline,0.88,Y,3,3,3,N,N
5503,M,41,Sharjah,30.5,11.6,Normal,41,Sneakers,Gold,Wide Fit,Canvas,Online,0.93,N,8,3,3,N,N
5504,F,33,Ajman,24.2,10.5,Low,38,Sandals,Pink,Embroidery,Synthetic,Offline,0.85,Y,9,5,5,N,N
5505,M,39,Ras Al Khaimah,26.2,11.9,Normal,41,Sandals,Black,Glitter,Canvas,Offline,0.87,Y,7,5,5,N,N
5506,F,40,Abu Dhabi,23.8,10.5,Normal,37,Sandals,Beige,Wide Fit,Synthetic,Online,0.96,Y,10,3,3,N,N
5507,F,34,Umm Al Quwain,24.5,10.1,Normal,38,Sneakers,Red,None,Canvas,Offline,0.96,Y,7,4,4,N,N
5508,M,50,Abu Dhabi,29.1,11.2,Normal,43,Loafers,White,None,Canvas,Online,0.94,Y,4,4,4,N,N
5509,F,26,Abu Dhabi,26.0,11.0,Low,40,Sneakers,Black,None,Synthetic,Online,0.93,Y,10,4,4,N,N
5510,F,33,Abu Dhabi,25.3,9.8,Normal,39,Loafers,Green,Vegan Material,Vegan,Online,0.82,Y,4,4,4,N,N
5511,F,32,Dubai,26.0,10.2,Normal,39,Loafers,Pink,None,Leather,Online,0.93,Y,6,5,5,N,N
5512,F,59,Abu Dhabi,23.6,9.7,Normal,36,Sneakers,Black,Wide Fit,Vegan,Online,0.87,Y,4,5,3,N,N
5513,F,33,Fujairah,24.7,9.1,Normal,37,Loafers,Silver,Initials,Mesh,Online,0.97,Y,3,5,5,N,N
5514,M,44,Abu Dhabi,30.0,10.8,Normal,43,Sneakers,Pink,None,Vegan,Online,0.96,Y,5,5,5,N,N
5515,F,27,Ras Al Khaimah,25.2,9.2,Normal,39,Loafers,Gold,Vegan Material,Canvas,Offline,0.94,N,7,1,2,Y,N
5516,M,56,Abu Dhabi,26.8,10.6,Normal,39,Boots,Beige,Vegan Material,Mesh,Online,0.82,Y,5,3,5,N,N
5517,F,55,Dubai,23.3,10.9,Normal,35,Boots,Black,Glitter,Mesh,Online,1.0,Y,5,4,4,N,N
5518,F,58,Ras Al Khaimah,24.0,9.4,Normal,37,Sneakers,Silver,None,Leather,Offline,0.81,Y,8,5,5,N,N
5519,F,31,Sharjah,25.0,9.4,High,37,Sneakers,Pink,None,Leather,Offline,0.95,Y,7,4,2,Y,N
5520,M,28,Sharjah,27.9,10.8,High,41,Sneakers,White,Glitter,Leather,Online,0.82,Y,3,4,4,N,N
5521,M,28,Dubai,27.6,10.7,Normal,39,Loafers,Beige,Wide Fit,Canvas,Offline,0.99,Y,8,5,5,N,N
5522,M,60,Abu Dhabi,26.5,9.5,High,37,Loafers,Red,None,Mesh,Online,0.92,Y,5,5,5,N,N
5523,F,40,Abu Dhabi,23.7,9.7,Low,36,Sandals,Brown,None,Mesh,Online,1.0,Y,9,4,4,N,N
5524,F,33,Dubai,25.9,10.2,Normal,39,Sneakers,Silver,None,Leather,Online,0.88,Y,3,5,5,N,N
5525,F,44,Sharjah,24.3,10.4,Normal,37,Sports,Red,None,Mesh,Online,0.91,Y,8,4,5,N,N
5526,M,21,Abu Dhabi,30.7,10.7,Low,44,Heels,Pink,Vegan Material,Canvas,Online,0.99,Y,10,5,5,N,Y
5527,M,25,Fujairah,26.7,13.2,Normal,40,Heels,Red,Initials,Mesh,Online,0.83,Y,8,4,4,N,N
5528,M,26,Abu Dhabi,31.5,12.4,Low,45,Boots,White,Wide Fit,Canvas,Offline,0.97,Y,9,4,4,N,Y
5529,M,31,Dubai,26.6,10.1,Normal,38,Heels,Gold,Wide Fit,Mesh,Offline,0.81,Y,3,5,5,N,N
5530,M,59,Ras Al Khaimah,28.8,10.6,High,41,Heels,Green,Initials,Vegan,Online,0.85,Y,5,5,5,N,N
5531,F,23,Ras Al Khaimah,24.8,10.4,Normal,37,Boots,White,None,Synthetic,Online,0.99,Y,8,5,5,N,N
5532,F,20,Dubai,23.7,10.0,Normal,38,Loafers,Green,Embroidery,Mesh,Offline,0.85,Y,7,2,2,Y,N
5533,F,37,Ras Al Khaimah,25.7,9.6,Normal,40,Sandals,Blue,Glitter,Vegan,Offline,0.92,Y,6,3,3,N,N
5534,F,25,Ras Al Khaimah,24.5,9.8,Normal,37,Heels,White,None,Synthetic,Online,1.0,Y,9,5,5,N,N
5535,M,52,Dubai,27.9,12.2,Normal,41,Boots,Brown,Glitter,Canvas,Online,0.86,Y,4,5,5,N,N
5536,F,50,Ras Al Khaimah,26.2,11.1,Normal,39,Sneakers,Gold,None,Synthetic,Online,0.8,Y,5,3,3,N,N
5537,M,34,Dubai,29.4,12.0,Normal,43,Sandals,White,None,Canvas,Online,0.89,Y,3,4,2,N,N
5538,F,40,Sharjah,23.7,9.2,Normal,37,Heels,Red,Glitter,Leather,Offline,0.85,Y,3,3,3,N,N
5539,F,46,Sharjah,23.5,10.8,Normal,36,Loafers,Green,Wide Fit,Vegan,Offline,0.99,Y,10,5,5,N,N
5540,M,60,Dubai,28.9,11.1,Normal,41,Heels,Black,Vegan Material,Leather,Online,0.85,Y,5,3,3,N,N
5541,M,35,Dubai,26.4,12.0,Normal,39,Boots,Gold,Glitter,Synthetic,Online,0.94,Y,4,5,5,N,N
5542,F,43,Dubai,26.6,10.3,Normal,39,Sports,Green,Embroidery,Leather,Online,0.88,Y,3,4,4,N,N
5543,F,40,Sharjah,24.3,10.4,Normal,37,Sneakers,Black,Wide Fit,Synthetic,Online,0.82,Y,6,4,4,N,N
5544,F,57,Sharjah,27.6,9.9,Normal,42,Loafers,Silver,None,Canvas,Online,0.92,Y,10,5,5,N,Y
5545,M,42,Abu Dhabi,29.7,10.4,Normal,42,Sandals,Pink,Initials,Leather,Online,0.85,Y,9,2,2,Y,N
5546,M,25,Dubai,25.8,10.9,High,39,Sports,Gold,Wide Fit,Mesh,Online,0.95,Y,6,3,3,N,N
5547,F,20,Ajman,24.9,10.4,Normal,39,Sneakers,Gold,None,Mesh,Online,0.87,Y,9,5,5,N,N
5548,M,24,Ajman,31.1,11.4,Low,43,Loafers,Gold,Wide Fit,Mesh,Offline,0.9,Y,5,2,3,Y,N
5549,F,60,Abu Dhabi,26.9,10.1,Normal,39,Sneakers,Silver,Vegan Material,Synthetic,Online,0.99,Y,4,3,3,N,N
5550,M,23,Dubai,27.3,10.1,Normal,39,Sports,Red,None,Vegan,Online,0.97,Y,3,4,4,N,N
5551,M,56,Ajman,29.8,11.3,Normal,41,Sports,Blue,Vegan Material,Canvas,Offline,0.81,Y,4,5,5,N,N
5552,F,36,Abu Dhabi,25.5,10.5,Normal,39,Sports,Brown,None,Vegan,Online,0.95,Y,4,5,5,N,N
5553,M,45,Dubai,29.0,10.4,Normal,42,Sports,Brown,Glitter,Vegan,Online,0.82,Y,10,4,4,N,N
5554,M,60,Fujairah,24.8,9.7,Normal,38,Boots,Brown,Embroidery,Leather,Online,0.86,Y,3,5,5,N,N
5555,M,38,Abu Dhabi,26.7,10.6,Low,39,Heels,Pink,None,Leather,Online,0.83,N,7,2,2,Y,N
5556,F,47,Ajman,23.1,9.5,Normal,36,Sandals,Beige,Embroidery,Leather,Online,0.95,Y,3,4,4,N,N
5557,M,49,Abu Dhabi,27.5,10.7,Low,39,Loafers,Blue,None,Synthetic,Online,0.92,Y,9,5,5,N,N
5558,F,53,Dubai,25.8,11.2,Normal,39,Sports,Pink,None,Mesh,Online,0.9,Y,10,5,5,N,N
5559,F,31,Abu Dhabi,22.9,10.1,Low,38,Loafers,Gold,Initials,Canvas,Offline,0.92,Y,5,5,2,Y,N
5560,F,27,Umm Al Quwain,22.5,9.9,Normal,34,Heels,Gold,Wide Fit,Mesh,Online,0.94,Y,10,4,4,N,N
5561,F,27,Sharjah,22.6,9.8,Normal,35,Heels,White,None,Mesh,Online,0.89,Y,4,5,5,N,N
5562,M,42,Dubai,30.3,11.8,Low,42,Boots,Black,Glitter,Vegan,Online,0.87,Y,3,4,4,N,N
5563,F,27,Abu Dhabi,23.6,10.3,Normal,36,Boots,Brown,Glitter,Synthetic,Online,0.94,Y,10,5,5,N,N
5564,F,60,Ajman,26.4,10.1,Low,39,Loafers,White,Glitter,Leather,Online,0.82,N,4,4,3,N,N
5565,M,31,Sharjah,28.3,12.9,Normal,40,Sneakers,Green,Initials,Synthetic,Offline,0.9,Y,5,3,4,N,N
5566,F,48,Dubai,23.6,9.4,High,37,Sneakers,Pink,Glitter,Mesh,Offline,0.94,N,6,5,4,N,N
5567,M,33,Ras Al Khaimah,23.8,11.6,High,36,Loafers,White,None,Mesh,Online,0.87,Y,4,2,2,Y,N
5568,M,25,Dubai,26.8,10.5,High,40,Loafers,Green,None,Mesh,Online,0.99,N,7,5,2,Y,N
5569,F,26,Abu Dhabi,25.6,9.8,High,38,Sports,White,Vegan Material,Mesh,Online,0.83,Y,10,2,2,Y,N
5570,M,35,Abu Dhabi,26.7,11.3,Low,40,Boots,Red,None,Mesh,Online,0.86,Y,3,4,4,N,N
5571,M,55,Dubai,29.7,10.6,Normal,43,Sports,Green,Glitter,Mesh,Online,0.96,Y,7,3,1,N,N
5572,F,26,Dubai,25.9,11.0,Normal,38,Boots,Pink,None,Synthetic,Online,0.93,Y,3,4,4,N,N
5573,F,26,Fujairah,23.9,9.4,High,37,Loafers,Beige,Wide Fit,Vegan,Online,0.87,Y,5,2,2,Y,N
5574,F,53,Sharjah,24.4,9.9,High,38,Heels,Brown,None,Canvas,Offline,0.99,Y,7,5,5,N,N
5575,M,37,Abu Dhabi,24.4,11.4,Normal,37,Heels,Brown,Glitter,Canvas,Offline,0.84,Y,8,5,5,N,N
5576,F,48,Ajman,23.8,10.6,Normal,37,Loafers,Gold,Vegan Material,Synthetic,Online,0.86,Y,5,5,5,N,N
5577,F,48,Dubai,21.8,9.2,Normal,34,Heels,Blue,Vegan Material,Leather,Offline,0.84,Y,6,1,1,Y,N
5578,M,23,Dubai,30.2,10.2,Normal,44,Heels,Red,Vegan Material,Vegan,Online,0.92,Y,7,5,5,N,Y
5579,F,34,Ras Al Khaimah,24.1,9.6,High,37,Sneakers,Gold,None,Synthetic,Online,0.94,Y,3,5,5,N,N
5580,F,20,Dubai,22.3,9.5,Normal,36,Loafers,Brown,Embroidery,Mesh,Online,0.97,Y,10,5,5,N,N
5581,M,18,Abu Dhabi,26.4,10.4,Normal,40,Sports,Green,Vegan Material,Mesh,Online,0.87,Y,3,3,3,N,N
5582,F,47,Fujairah,23.8,10.1,Normal,36,Loafers,Pink,Embroidery,Canvas,Online,0.82,Y,4,5,5,N,N
5583,F,27,Umm Al Quwain,23.0,9.3,Normal,38,Boots,Gold,None,Mesh,Online,0.83,Y,8,4,4,N,N
5584,M,34,Abu Dhabi,32.7,10.8,Normal,46,Sneakers,Pink,Embroidery,Synthetic,Online,0.85,Y,4,5,5,N,Y
5585,F,43,Dubai,24.0,10.2,Normal,37,Heels,Green,None,Mesh,Online,0.83,Y,5,4,4,N,N
5586,F,36,Dubai,25.5,8.9,Normal,36,Boots,Red,None,Leather,Online,0.86,N,4,4,4,N,N
5587,F,57,Abu Dhabi,26.5,10.1,Normal,40,Loafers,Beige,None,Mesh,Offline,0.89,Y,10,5,5,N,N
5588,F,47,Ajman,23.8,9.9,Normal,37,Sports,Beige,None,Leather,Offline,0.99,Y,8,4,4,N,N
5589,F,24,Abu Dhabi,23.1,10.0,Normal,38,Sports,Beige,None,Mesh,Offline,0.92,Y,3,4,3,N,N
5590,F,46,Ras Al Khaimah,25.6,10.4,Low,38,Heels,Green,None,Vegan,Online,0.95,Y,8,5,5,N,N
5591,M,29,Dubai,28.9,11.7,Normal,42,Boots,Silver,Embroidery,Canvas,Offline,0.93,Y,6,5,5,N,N
5592,M,52,Ajman,26.5,11.3,Normal,39,Loafers,Silver,Embroidery,Leather,Offline,0.96,Y,5,2,2,Y,N
5593,F,40,Dubai,23.6,9.2,Normal,37,Sneakers,Pink,Initials,Synthetic,Offline,0.8,Y,4,3,3,N,N
5594,M,37,Sharjah,30.0,10.9,Normal,45,Loafers,Red,Glitter,Mesh,Online,0.84,Y,3,4,4,N,Y
5595,F,49,Abu Dhabi,22.8,9.3,Normal,33,Heels,White,Initials,Vegan,Offline,0.82,Y,7,4,4,N,N
5596,M,35,Sharjah,28.6,10.6,Normal,41,Sneakers,Blue,Glitter,Synthetic,Online,0.91,Y,7,1,1,Y,N
5597,F,50,Dubai,25.7,8.4,Normal,40,Loafers,Brown,Glitter,Canvas,Online,0.85,Y,10,5,5,N,N
5598,M,18,Dubai,26.8,13.0,High,40,Loafers,Red,Vegan Material,Vegan,Online,0.8,Y,3,4,4,N,N
5599,F,48,Dubai,23.2,10.1,Low,35,Sports,Green,Initials,Leather,Online,0.95,Y,6,5,5,N,N
5600,M,34,Dubai,27.5,12.2,Normal,40,Loafers,Pink,Vegan Material,Leather,Online,0.84,Y,10,4,4,N,N
5601,F,33,Fujairah,21.8,10.1,Normal,34,Heels,Brown,None,Synthetic,Online,0.89,Y,9,3,2,N,N
5602,M,29,Dubai,25.6,10.6,Normal,40,Sneakers,Black,Vegan Material,Leather,Online,0.92,Y,7,5,5,N,N
5603,M,58,Dubai,24.1,11.2,Low,38,Sneakers,Silver,None,Synthetic,Online,0.97,Y,3,4,4,N,N
5604,F,37,Dubai,24.0,9.7,Normal,36,Sandals,White,Embroidery,Vegan,Online,0.84,N,5,5,1,N,N
5605,F,48,Dubai,24.2,9.7,Normal,36,Sandals,Beige,Embroidery,Canvas,Online,0.95,Y,8,5,5,N,N
5606,F,23,Abu Dhabi,25.6,8.9,Normal,40,Boots,Beige,Embroidery,Mesh,Online,0.87,Y,10,5,5,N,N
5607,M,52,Ajman,28.2,11.3,Normal,43,Sports,Black,Glitter,Vegan,Online,0.92,Y,3,5,5,N,N
5608,M,46,Sharjah,27.0,11.0,Normal,40,Sandals,Pink,None,Leather,Online,0.95,Y,7,4,4,N,N
5609,M,58,Sharjah,30.2,10.5,Normal,41,Sandals,White,Initials,Canvas,Online,0.81,Y,8,2,2,Y,N
5610,F,56,Ajman,25.4,10.3,Normal,38,Heels,Black,Initials,Canvas,Online,0.83,Y,7,3,3,N,N
5611,F,26,Abu Dhabi,28.4,10.1,Low,43,Heels,Gold,None,Leather,Online,0.89,Y,9,4,3,N,Y
5612,F,40,Abu Dhabi,24.2,10.5,Normal,36,Sneakers,Blue,Embroidery,Canvas,Online,0.89,Y,7,5,5,N,N
5613,M,23,Abu Dhabi,26.5,11.1,Normal,40,Sneakers,Gold,None,Mesh,Online,0.95,Y,4,3,3,N,N
5614,F,43,Dubai,24.9,8.9,Normal,39,Boots,Green,None,Vegan,Offline,0.92,Y,8,4,4,N,N
5615,M,22,Sharjah,30.8,10.0,High,44,Heels,Silver,Glitter,Vegan,Online,0.88,Y,4,5,5,N,Y
5616,M,34,Dubai,23.5,9.5,Normal,37,Sports,Black,None,Synthetic,Offline,0.87,Y,10,4,4,N,N
5617,F,32,Sharjah,23.5,10.5,Normal,36,Sports,Gold,None,Synthetic,Offline,0.91,Y,8,1,1,Y,N
5618,M,30,Dubai,25.9,10.2,Normal,39,Sports,Beige,None,Leather,Online,0.83,Y,3,5,5,N,N
5619,F,36,Abu Dhabi,23.0,10.8,Normal,37,Boots,Beige,Vegan Material,Synthetic,Online,0.98,Y,5,3,3,N,N
5620,M,48,Dubai,28.0,10.5,Normal,41,Boots,Silver,Wide Fit,Vegan,Online,0.95,Y,8,5,5,N,N
5621,M,33,Ras Al Khaimah,27.3,12.5,Normal,39,Sandals,Green,Wide Fit,Leather,Online,0.83,Y,6,5,5,N,N
5622,F,29,Sharjah,24.1,10.0,Normal,35,Sandals,Green,Glitter,Mesh,Online,0.86,Y,9,5,2,N,N
5623,M,30,Abu Dhabi,29.5,11.3,Low,42,Sneakers,Silver,Vegan Material,Leather,Offline,0.96,Y,4,5,3,N,N
